,0 
215," thi hotel full drunks. the lobbi full crowd night bar way busy. there peopl stumbl hotel hour night, yell hallways, make lot noise. the staff littl say. i awar nois level i book room i threaten make reservations, peopl lobbi noth say. we ask water view got citi view. again, peopl front desk accomod all. overall, horribl experience."
216," we decid spend littl extra stay hotel visit son chicago. won't make mistak again. the room smaller appear web (creativ photography) place dirty.we'v stay best western cleaner! the air condition super loud ... wall paper thin. the peopl next room must parti despit three call front desk 1 3 a.m., secur fail stop ruckus. also thought front desk staff rude. usual hyatts, hiltons, etc., staff polit tri accommodating. these peopl particularli person ... seem interrupt work rather reason it. the posit hotel locat -- make neg experience. save money stay somewher else!"
217," i expect bit hyatt regenc chicago i stay recently. i appal condit room stay in. the linen clean, toilet paper roll nearli empti spare left, lock door function. the turndown servic left chocol pillow i think took piec alreadi nearli empti toilet paper, leav spare. i would stay again. travel beware!!"
218," i recent stay hyatt regenc chicago, il, boy i surprised. the hotel look nice outsid smell river noxious. in fact, smell bad one night almost made difficult sleep even think eating. as enough, bathroom room look like clean month stain ""fresh"" towels. toward end stay i saw mous ground floor could imagin critter may lurk walls."
219," i recent stay hyatt regenc chicago hotel, downtown chicago. dure three day i experienc worst servic life! we made reserv before-hand upon arriv room alreadi booked. it took us nearli two hour actual get room (after given wrong key!). when enter room, sheet stain seem cherri kool-aid. i go assum wasn't. after night town bum money three homeless men outsid hotel. after arriv room hope nice hot shower, found note door ""sorry"" note explain hot water. earli next morn awoken housekeep (we dnd sign door). so decid wake go breakfast. come find car broken park garage. we file polic report polic ask manag video surveillance. unfortun us surveil memori record anymore. needless say left earli next day i never return dread hotel ever again."
220," i realli look forward nice relax stay end long vacation, unfortun had. from moment arriv omni, staff belliger extrem rude. they lost reserv refus give us rate book before. if tired, would'v gone differ hotel right then, hindsight 20/20. after final got check made wait needlessli 45 minut lobby, decid go pool, tini kind dirty, walk way suit nothing. the internet access realli slow. i never stay again. save headach book somewher else!"
221," dure latest busi trip, wife recent stay omni chicago hotel chicago,illinois, one delux suites. unfortunately, i think i speak us, fulli satisfi hotel. the hotel advertis luxury-level accommodations, room resembl one see pictures, servic certainli sub-par. when one plan stay establishment, expect servic goe beyond fresh towel bathroom check in. first all, air-condit room seem need new filter first turn on, air come seem musty. second all, fit center open 10:30 pm. for peopl like exercis dinner, certainli problem. especi consid take much fit center avail around clock midnight. for these, well similar reasons, i would recommend hotel, one look luxuri accommodations."
222," did enjoy stay omni chicago hotel. firstly, man front desk extrem unhelpful. there problem reserv gave famili lot hassle. secondli final got reserv sort out, air condit unit room would go 75 degrees. consid i paid well $250 per night romanc packag reservation, standard i head back omni chicago hotel time soon."
223," i never chicago look forward sightse busi conference. my compani arrang stay omni chicago hotel locat center magnific mile. onc i arriv hotel gave over, i pleas impressed. onc i put luggag inquir reservation. i told room readi yet there'd hour delay. i tri lose temper pleasantli ask i could anoth room. i told convent go hotel everi room filled. i would left, compani account hotel. if i stay somewher else, i'd pay pocket. the servic employe behind counter flippantli told take seat went back talk gum-chew co-worker. i pick luggag plop cushi chair wobbled. the leg front left side broken. i pick luggag move anoth chair. two hour pass i given room. when i walk room first thing i smell cigarett smoke. i mad i explicitli ask ""non-smoking"" room. i furious. i feel like go back downstair deal idiot behind counter i tri long flight. i sighed, tip bellboy slam door room. i thought mayb i could use air condit freshen room. when i went turn on, work. tire angry, i went sleep, think i'll never stay hotel again."
224," the omni chicago hotel one word, dreadful. the hotel heart citi traffic chaotic. the servic terrible. if want wait room 3 half hour place go! throughout whole week, bed made bathroom never cleaned. the hotel help look nice place dine fun place visit, give info activ go chicago. thi hotel list top 10 worst hotel america. do wast time money stay omni chicago hotel."
225," after stay omni chicago hotel, i honestli say i take time book room, ahead time, next visit chicago. we thrill see beauti hotel was, first seem like would nice place. the outsid hotel pristine, room filthy! we request non-smok room, obvious smoke before, could still smell stale smoke air. in fact, told entir hotel suppos non-smoking, hallway smell like cigarett well. to top off, room servic brought us wrong item. when check out, saw still tri chage us item, even sent back. i would also point michigan avenu bad spot hotel claim high class. right outsid hotel drug dealer prostitutes. i even go ga station 8 p.m. i scare leav hotel. the pool close first night convent hotel holding, thu keep us use hot tub look forward to. for price room i would say place definit disappointment. i learn lesson check room i agre stay next time. thi place get 1/2 star me."
